일시,지역명,숙박업소 개수
11,전라남도 진도군,18
11,전라남도 함평군,14
11,전라남도 해남군,43
11,전라남도 화순군,18
11,전북특별자치도 고창군,32
11,전북특별자치도 군산시,134
11,전북특별자치도 김제시,22
11,전북특별자치도 남원시,56
11,전북특별자치도 무주군,124
11,전북특별자치도 부안군,172
11,전북특별자치도 순창군,11
11,전북특별자치도 완주군,76
11,전북특별자치도 익산시,83
11,전북특별자치도 임실군,9
11,전북특별자치도 장수군,4
11,전북특별자치도 전주시,581
11,전북특별자치도 정읍시,48
11,전북특별자치도 진안군,15
11,제주특별자치도 서귀포시,1049
11,제주특별자치도 제주시,1500
11,제주특별자치도 제주특별자치도시,15
11,충청남도 계룡시,17
11,충청남도 공주시,135
11,충청남도 금산군,32
11,충청남도 논산시,59
11,충청남도 당진시,53
11,충청남도 보령시,293
11,충청남도 부여군,25
11,충청남도 서산시,117
11,충청남도 서천군,37
11,충청남도 아산시,91
11,충청남도 예산군,48
11,충청남도 천안시 동남구,78
11,충청남도 천안시 서북구,96
11,충청남도 청양군,20
11,충청남도 태안,1
11,충청남도 태안군,808
11,충청남도 홍성군,33
11,충청북도 괴산군,79
11,충청북도 단양군,185
11,충청북도 보은군,42
11,충청북도 영동군,13
11,충청북도 옥천군,15
11,충청북도 음성군,27
11,충청북도 제천시,135
11,충청북도 증평군,8
11,충청북도 진천군,41
11,충청북도 청주시 상당구,76
11,충청북도 청주시 서원구,16
11,충청북도 청주시 청원구,52
11,충청북도 청주시 흥덕구,86
11,충청북도 충주시,138
12,강원특별자치도 강릉시,734
12,강원특별자치도 고성군,235
12,강원특별자치도 동해시,114
12,강원특별자치도 삼척시,181
12,강원특별자치도 속초시,296
12,강원특별자치도 양구군,23
12,강원특별자치도 양양군,390
12,강원특별자치도 영월군,118
12,강원특별자치도 원주시,152
12,강원특별자치도 인제군,107
12,강원특별자치도 정선군,106
12,강원특별자치도 철원군,34
12,강원특별자치도 춘천시,373
12,강원특별자치도 태백시,22
12,강원특별자치도 평창군,269
12,강원특별자치도 홍천군,282
12,강원특별자치도 화천군,58
12,강원특별자치도 횡성군,112
12,경상남도 거제시,621
12,경상남도 거창군,41
12,경상남도 고성군,51
12,경상남도 김해시,141
12,경상남도 남해군,413
12,경상남도 밀양시,106
12,경상남도 사천시,116
12,경상남도 산청군,101
12,경상남도 양산시,137
12,경상남도 의령군,8
12,경상남도 진주시,119
12,경상남도 창녕군,32
12,경상남도 창원시 마산합포구,77
12,경상남도 창원시 마산회원구,35
12,경상남도 창원시 성산구,93
12,경상남도 창원시 의창구,86
12,경상남도 창원시 진해구,58
12,경상남도 통영시,345
12,경상남도 하동군,90
12,경상남도 함안군,12
12,경상남도 함양군,28
12,경상남도 합천군,49
12,경상북도 경산시,51
12,경상북도 경주시,907
12,경상북도 고령군,3
12,경상북도 구미시,125
12,경상북도 군위군,10
12,경상북도 김천시,63
12,경상북도 문경시,80
12,경상북도 봉화군,18
12,경상북도 상주시,37
12,경상북도 성주군,49
12,경상북도 안동시,154
12,경상북도 영덕군,153
12,경상북도 영양군,2
12,경상북도 영주시,54
12,경상북도 영천시,36
12,경상북도 예천군,11
12,경상북도 울릉군,46
12,경상북도 울진군,81
12,경상북도 의성군,8
12,경상북도 청도군,90
12,경상북도 청송군,18
12,경상북도 칠곡군,36
12,경상북도 포항시,448
12,광주광역시 광산구,87
12,광주광역시 남구,16
12,광주광역시 동구,54
12,광주광역시 북구,72
12,광주광역시 서구,100
12,대구광역시 군위군,7
12,대구광역시 남구,25
12,대구광역시 달서구,73
12,대구광역시 달성군,29
12,대구광역시 동구,87
12,대구광역시 북구,54
12,대구광역시 서구,38
12,대구광역시 수성구,40
12,대구광역시 중구,59
12,대전광역시 대덕구,51
12,대전광역시 동구,55
12,대전광역시 서구,54
12,대전광역시 유성구,84
12,대전광역시 중구,56
12,부산광역시 강서구,58
12,부산광역시 금정구,30
12,부산광역시 기장군,123
12,부산광역시 남구,36
12,부산광역시 동구,88
12,부산광역시 동래구,52
12,부산광역시 부산광역시진구,9
12,부산광역시 부산진구,144
12,부산광역시 북구,54
12,부산광역시 사상구,64
12,부산광역시 사하구,39
12,부산광역시 서구,45
12,부산광역시 수영구,119
12,부산광역시 연제구,42
12,부산광역시 영도구,36
12,부산광역시 중구,92
12,부산광역시 해운대구,269
12,세종특별자치시 금남면,1
12,세종특별자치시 다솜3로,1
12,세종특별자치시 다솜로,2
12,세종특별자치시 도움1로,1
12,세종특별자치시 부강면,5
12,세종특별자치시 연동면,3
12,세종특별자치시 연서면,2
12,세종특별자치시 전동면,1
12,세종특별자치시 전의면,3
12,세종특별자치시 조치원읍,7
12,울산광역시 남구,124
12,울산광역시 동구,39
12,울산광역시 북구,54
12,울산광역시 울주군,179
12,울산광역시 중구,25
12,전라남도 강진군,14
12,전라남도 고흥군,48
12,전라남도 곡성군,18
12,전라남도 광양시,76
12,전라남도 구례군,78
12,전라남도 나주시,53
12,전라남도 담양군,87
12,전라남도 목포시,145
12,전라남도 무안군,36
12,전라남도 보성군,27
12,전라남도 순천시,181
12,전라남도 신안군,22
12,전라남도 여수시,622
12,전라남도 영광군,26
12,전라남도 영암군,18
12,전라남도 완도군,66
12,전라남도 장성군,34
12,전라남도 장흥군,15
12,전라남도 진도군,18
12,전라남도 함평군,14
12,전라남도 해남군,43
12,전라남도 화순군,18
12,전북특별자치도 고창군,32
12,전북특별자치도 군산시,135
12,전북특별자치도 김제시,22
12,전북특별자치도 남원시,56
12,전북특별자치도 무주군,125
12,전북특별자치도 부안군,173
12,전북특별자치도 순창군,11
12,전북특별자치도 완주군,79
12,전북특별자치도 익산시,85
12,전북특별자치도 임실군,10
12,전북특별자치도 장수군,4
12,전북특별자치도 전주시,581
12,전북특별자치도 정읍시,48
12,전북특별자치도 진안군,15
12,제주특별자치도 서귀포시,1053
12,제주특별자치도 제주시,1517
12,제주특별자치도 제주특별자치도시,15
12,충청남도 계룡시,17
12,충청남도 공주시,135
12,충청남도 금산군,33
12,충청남도 논산시,59
12,충청남도 당진시,54
12,충청남도 보령시,296
12,충청남도 부여군,25
12,충청남도 서산시,117
12,충청남도 서천군,36
12,충청남도 아산시,91
12,충청남도 예산군,47
12,충청남도 천안시 동남구,79
12,충청남도 천안시 서북구,96
12,충청남도 청양군,20
12,충청남도 태안,1
12,충청남도 태안군,811
12,충청남도 홍성군,33
12,충청북도 괴산군,79
12,충청북도 단양군,186
12,충청북도 보은군,42
12,충청북도 영동군,13
12,충청북도 옥천군,16
12,충청북도 음성군,27
12,충청북도 제천시,137
12,충청북도 증평군,8
12,충청북도 진천군,41
12,충청북도 청주시 상당구,79
12,충청북도 청주시 서원구,14
12,충청북도 청주시 청원구,52
12,충청북도 청주시 흥덕구,86
12,충청북도 충주시,139
