일시,지역명,방문자수
01,충청남도 부여군,2416935
01,충청남도 서천군,1908301
01,충청남도 청양군,1004413
01,충청남도 홍성군,2697743
01,충청남도 예산군,2772124
01,충청남도 태안군,2563367
02,충청남도 천안시 동남구,7015810
02,충청남도 천안시 서북구,6878073
02,충청남도 공주시,3224990
02,충청남도 보령시,3324770
02,충청남도 아산시,7855633
02,충청남도 서산시,4248234
02,충청남도 논산시,3203010
02,충청남도 계룡시,1081011
02,충청남도 당진시,4863891
02,충청남도 금산군,1659514
02,충청남도 부여군,2118355
02,충청남도 서천군,1668951
02,충청남도 청양군,850330
02,충청남도 홍성군,2528494
02,충청남도 예산군,2640152
02,충청남도 태안군,2436193
03,충청남도 천안시 동남구,8663144
03,충청남도 천안시 서북구,8069697
03,충청남도 공주시,3989945
03,충청남도 보령시,3770373
03,충청남도 아산시,9105796
03,충청남도 서산시,5021245
03,충청남도 논산시,3920697
03,충청남도 계룡시,1307138
03,충청남도 당진시,5748036
03,충청남도 금산군,2049215
03,충청남도 부여군,2479835
03,충청남도 서천군,2019171
03,충청남도 청양군,969142
03,충청남도 홍성군,2917648
03,충청남도 예산군,2881704
03,충청남도 태안군,2970899
04,충청남도 천안시 동남구,7667493
04,충청남도 천안시 서북구,7256545
04,충청남도 공주시,3917871
04,충청남도 보령시,3851471
04,충청남도 아산시,8325121
04,충청남도 서산시,5065827
04,충청남도 논산시,3600095
04,충청남도 계룡시,1187818
04,충청남도 당진시,5765211
04,충청남도 금산군,2012759
04,충청남도 부여군,2522144
04,충청남도 서천군,1976938
04,충청남도 청양군,980953
04,충청남도 홍성군,2777205
04,충청남도 예산군,2944961
04,충청남도 태안군,3400979
05,충청남도 천안시 동남구,8618670
05,충청남도 천안시 서북구,7643205
05,충청남도 공주시,4166371
05,충청남도 보령시,4097977
05,충청남도 아산시,9279307
05,충청남도 서산시,5224905
05,충청남도 논산시,3866329
05,충청남도 계룡시,1304950
05,충청남도 당진시,5996600
05,충청남도 금산군,2120482
05,충청남도 부여군,2629964
05,충청남도 서천군,2158906
05,충청남도 청양군,1027233
05,충청남도 홍성군,2867176
05,충청남도 예산군,3039360
05,충청남도 태안군,3510101
06,충청남도 천안시 동남구,7688465
06,충청남도 천안시 서북구,6436085
06,충청남도 공주시,3884599
06,충청남도 보령시,3915214
06,충청남도 아산시,8275105
06,충청남도 서산시,5006896
06,충청남도 논산시,3605536
06,충청남도 계룡시,1206663
06,충청남도 당진시,5649380
06,충청남도 금산군,2017567
06,충청남도 부여군,2489346
06,충청남도 서천군,2015392
06,충청남도 청양군,869396
06,충청남도 홍성군,2841289
06,충청남도 예산군,2866058
06,충청남도 태안군,3373763
07,충청남도 천안시 동남구,7417648
07,충청남도 천안시 서북구,6506729
07,충청남도 공주시,3725917
07,충청남도 보령시,3981355
07,충청남도 아산시,8304315
07,충청남도 서산시,4834261
07,충청남도 논산시,3446976
07,충청남도 계룡시,1227027
07,충청남도 당진시,5388047
07,충청남도 금산군,1959337
07,충청남도 부여군,2487749
07,충청남도 서천군,1851595
07,충청남도 청양군,835948
07,충청남도 홍성군,2561344
07,충청남도 예산군,2686134
07,충청남도 태안군,3318634
08,충청남도 천안시 동남구,7689195
08,충청남도 천안시 서북구,6476803
08,충청남도 공주시,3905705
08,충청남도 보령시,4181150
08,충청남도 아산시,8597760
08,충청남도 서산시,4893375
08,충청남도 논산시,3506569
08,충청남도 계룡시,1253104
08,충청남도 당진시,5379557
08,충청남도 금산군,2017437
08,충청남도 부여군,2432231
08,충청남도 서천군,2185636
08,충청남도 청양군,826292
08,충청남도 홍성군,2768850
08,충청남도 예산군,2800241
08,충청남도 태안군,3632210
09,충청남도 천안시 동남구,7707527
09,충청남도 천안시 서북구,6400290
09,충청남도 공주시,3873535
09,충청남도 보령시,4050136
09,충청남도 아산시,8380961
09,충청남도 서산시,4706485
09,충청남도 논산시,3557512
09,충청남도 계룡시,1187859
09,충청남도 당진시,5408502
09,충청남도 금산군,2103020
09,충청남도 부여군,2508225
09,충청남도 서천군,2251264
09,충청남도 청양군,931573
09,충청남도 홍성군,2743674
09,충청남도 예산군,2823946
09,충청남도 태안군,3421366
10,충청남도 천안시 동남구,8151534
10,충청남도 천안시 서북구,7106323
10,충청남도 공주시,3967838
10,충청남도 보령시,4178538
10,충청남도 아산시,9115527
10,충청남도 서산시,5047443
10,충청남도 논산시,3726716
10,충청남도 계룡시,1355663
10,충청남도 당진시,5872287
10,충청남도 금산군,2338431
10,충청남도 부여군,2577457
10,충청남도 서천군,2233072
10,충청남도 청양군,935789
10,충청남도 홍성군,2893414
10,충청남도 예산군,3036886
10,충청남도 태안군,3658235
11,충청남도 천안시 동남구,7823869
11,충청남도 천안시 서북구,7001046
11,충청남도 공주시,3407673
11,충청남도 보령시,3581655
11,충청남도 아산시,8595734
11,충청남도 서산시,4641754
11,충청남도 논산시,3446403
11,충청남도 계룡시,1158799
11,충청남도 당진시,5290191
11,충청남도 금산군,1991958
11,충청남도 부여군,2259676
11,충청남도 서천군,1887917
11,충청남도 청양군,787366
11,충청남도 홍성군,2750380
11,충청남도 예산군,2712018
11,충청남도 태안군,2769178
12,충청남도 천안시 동남구,7643145
12,충청남도 천안시 서북구,7034276
12,충청남도 공주시,3181870
12,충청남도 보령시,3662058
12,충청남도 아산시,8585578
12,충청남도 서산시,4550701
12,충청남도 논산시,3374364
12,충청남도 계룡시,1208471
12,충청남도 당진시,5197057
12,충청남도 금산군,1809290
12,충청남도 부여군,2158298
12,충청남도 서천군,1841777
12,충청남도 청양군,762430
12,충청남도 홍성군,2580346
12,충청남도 예산군,2621335
12,충청남도 태안군,2626910
01,충청북도 청주시 상당구,5395737
01,충청북도 청주시 서원구,5483231
01,충청북도 청주시 흥덕구,7056830
01,충청북도 청주시 청원구,5136171
01,충청북도 충주시,6549776
01,충청북도 제천시,2990255
01,충청북도 보은군,951502
01,충청북도 옥천군,1867395
01,충청북도 영동군,1442983
01,충청북도 증평군,1217285
01,충청북도 진천군,2267421
01,충청북도 괴산군,1215631
01,충청북도 음성군,3410619
01,충청북도 단양군,1105297
02,충청북도 청주시 상당구,5017977
02,충청북도 청주시 서원구,5047356
02,충청북도 청주시 흥덕구,6699986
02,충청북도 청주시 청원구,4789608
02,충청북도 충주시,6009826
02,충청북도 제천시,2754773
02,충청북도 보은군,866978
02,충청북도 옥천군,1656044
02,충청북도 영동군,1282766
02,충청북도 증평군,1134833
02,충청북도 진천군,2169639
02,충청북도 괴산군,1062913
02,충청북도 음성군,3157265
02,충청북도 단양군,982532
03,충청북도 청주시 상당구,6016481
03,충청북도 청주시 서원구,6104000
03,충청북도 청주시 흥덕구,7620710
03,충청북도 청주시 청원구,5629397
03,충청북도 충주시,7212117
03,충청북도 제천시,3323909
03,충청북도 보은군,1065669
03,충청북도 옥천군,2050568
03,충청북도 영동군,1545176
03,충청북도 증평군,1349519
03,충청북도 진천군,2556364
03,충청북도 괴산군,1371964
03,충청북도 음성군,3703143
03,충청북도 단양군,1124903
04,충청북도 청주시 상당구,5652354
04,충청북도 청주시 서원구,5420830
04,충청북도 청주시 흥덕구,7026605
04,충청북도 청주시 청원구,5075974
04,충청북도 충주시,6854466
04,충청북도 제천시,3282097
04,충청북도 보은군,1100345
04,충청북도 옥천군,2079581
04,충청북도 영동군,1539548
04,충청북도 증평군,1302194
04,충청북도 진천군,2419413
04,충청북도 괴산군,1386005
04,충청북도 음성군,3579941
04,충청북도 단양군,1298058
05,충청북도 청주시 상당구,5946275
05,충청북도 청주시 서원구,5932316
05,충청북도 청주시 흥덕구,7592980
05,충청북도 청주시 청원구,5613421
05,충청북도 충주시,7467618
05,충청북도 제천시,3577791
05,충청북도 보은군,1184338
05,충청북도 옥천군,2163432
05,충청북도 영동군,1648646
05,충청북도 증평군,1388821
05,충청북도 진천군,2551282
05,충청북도 괴산군,1536345
05,충청북도 음성군,3975691
05,충청북도 단양군,1440243
06,충청북도 청주시 상당구,5472654
06,충청북도 청주시 서원구,4811071
06,충청북도 청주시 흥덕구,6883414
06,충청북도 청주시 청원구,4581603
06,충청북도 충주시,7006187
06,충청북도 제천시,3367142
06,충청북도 보은군,1080411
06,충청북도 옥천군,1965542
06,충청북도 영동군,1547611
06,충청북도 증평군,1338489
06,충청북도 진천군,2757772
06,충청북도 괴산군,1505127
06,충청북도 음성군,3685953
06,충청북도 단양군,1374216
07,충청북도 청주시 상당구,5444386
07,충청북도 청주시 서원구,4828489
07,충청북도 청주시 흥덕구,7019373
07,충청북도 청주시 청원구,4575636
07,충청북도 충주시,6994053
07,충청북도 제천시,3453640
07,충청북도 보은군,1048974
07,충청북도 옥천군,1926929
07,충청북도 영동군,1523928
07,충청북도 증평군,1328398
07,충청북도 진천군,2498671
07,충청북도 괴산군,1544180
07,충청북도 음성군,3566131
07,충청북도 단양군,1329521
08,충청북도 청주시 상당구,5467265
08,충청북도 청주시 서원구,4757895
08,충청북도 청주시 흥덕구,7091819
08,충청북도 청주시 청원구,4569789
08,충청북도 충주시,7110264
08,충청북도 제천시,3666769
08,충청북도 보은군,1114398
08,충청북도 옥천군,1934366
08,충청북도 영동군,1623575
08,충청북도 증평군,1340191
08,충청북도 진천군,2593673
08,충청북도 괴산군,1752719
08,충청북도 음성군,3617843
08,충청북도 단양군,1526017
09,충청북도 청주시 상당구,5461512
09,충청북도 청주시 서원구,4834252
09,충청북도 청주시 흥덕구,6739803
09,충청북도 청주시 청원구,4743730
09,충청북도 충주시,7090913
09,충청북도 제천시,3402826
09,충청북도 보은군,1288576
09,충청북도 옥천군,1979776
09,충청북도 영동군,1574794
09,충청북도 증평군,1289631
09,충청북도 진천군,2496523
09,충청북도 괴산군,1702989
09,충청북도 음성군,3444089
09,충청북도 단양군,1485062
10,충청북도 청주시 상당구,5800582
10,충청북도 청주시 서원구,4956209
10,충청북도 청주시 흥덕구,7079487
10,충청북도 청주시 청원구,5240403
10,충청북도 충주시,7449282
10,충청북도 제천시,3636434
10,충청북도 보은군,1641623
10,충청북도 옥천군,2043930
10,충청북도 영동군,1619658
10,충청북도 증평군,1429931
10,충청북도 진천군,2652004
10,충청북도 괴산군,1707346
10,충청북도 음성군,3563238
10,충청북도 단양군,1729311
11,충청북도 청주시 상당구,5328500
11,충청북도 청주시 서원구,4763351
11,충청북도 청주시 흥덕구,6925712
11,충청북도 청주시 청원구,5011068
11,충청북도 충주시,7003519
11,충청북도 제천시,3296031
11,충청북도 보은군,1252302
11,충청북도 옥천군,1856751
11,충청북도 영동군,1455520
11,충청북도 증평군,1304396
11,충청북도 진천군,2462538
11,충청북도 괴산군,1474740
11,충청북도 음성군,3303685
11,충청북도 단양군,1311346
12,충청북도 청주시 상당구,5401308
12,충청북도 청주시 서원구,4592896
12,충청북도 청주시 흥덕구,7067018
12,충청북도 청주시 청원구,5015750
12,충청북도 충주시,7237488
12,충청북도 제천시,3092440
12,충청북도 보은군,996234
12,충청북도 옥천군,1745814
12,충청북도 영동군,1362806
12,충청북도 증평군,1320041
12,충청북도 진천군,2372011
12,충청북도 괴산군,1211365
12,충청북도 음성군,3083478
12,충청북도 단양군,1042746
